"business_name","niche","address","phone","whatsapp","website","email","social_profiles","email_validation_status","date_enriched","source_urls"
"Abstractus Chartered Accountants","accounting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"A Adams Chartered Accountants","accounting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"180 Degrees Consultancy","accounting_firms, consulting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Elixir Audits (Chartered Accountants)","accounting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Assurance Hub Consult (Chartered Accountants)","accounting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Adams & Adams Chartered Accountants","accounting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Kulendi @ Law","law_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Law Plus (attorneys-at-law)","law_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"JLD & MB Legal Consultancy","law_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"De Meideiros & Associates","law_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Ecam Law Consult","law_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Renaissance Law Chambers","law_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Swift Law","law_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Euphoria Accra","real_estate","","","","","","","Not Available","2026-04-08","Google Maps"
"AIC Real Estates","real_estate","","","","","","","Not Available","2026-04-08","Google Maps"
"Home Style Realty Ghana","real_estate","","","","","","","Not Available","2026-04-08","Google Maps"
"Imperial Homes Limited","real_estate","","","","","","","Not Available","2026-04-08","Google Maps"
"VAAL Real Estate Ghana","real_estate","","","","","","","Not Available","2026-04-08","Google Maps"
"Gigi Beauty Bar Airport","salon_spa","","","","","","","Not Available","2026-04-08","Google Maps"
"SS WELLNESS SALON AND SPA","salon_spa","","","","","","","Not Available","2026-04-08","Google Maps"
"Vams Spa","salon_spa","","","","","","","Not Available","2026-04-08","Google Maps"
"Premier Spa and Salon","salon_spa","","","","","","","Not Available","2026-04-08","Google Maps"
"Semelef Fitness Centre","gym_fitness","","","","","","","Not Available","2026-04-08","Google Maps"
"Aviation Social Centre","gym_fitness","","","","","","","Not Available","2026-04-08","Google Maps"
"TRAIN LIKE A PRO GH","gym_fitness","","","","","","","Not Available","2026-04-08","Google Maps"
"Mint Fitness Club","gym_fitness","","","","","","","Not Available","2026-04-08","Google Maps"
"Bfit4life by Diana Cooper","gym_fitness","","","","","","","Not Available","2026-04-08","Google Maps"
"Signature cake and pastry","bakeries","","","","","","","Not Available","2026-04-08","Google Maps"
"The Bread Barn","bakeries","","","","","","","Not Available","2026-04-08","Google Maps"
"Kanda Bakery","bakeries","","","","","","","Not Available","2026-04-08","Google Maps"
"Angel bakery","bakeries","","","","","","","Not Available","2026-04-08","Google Maps"
"Vixx Cakes","bakeries","","","","","","","Not Available","2026-04-08","Google Maps"
"Brics Africa Consulting LLC","consulting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Strategic and Agile","consulting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"A-PRIME CONSULTS LIMITED","consulting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"VAK CONSULT","consulting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"JIK Management Advisory Africa LTD","consulting_firms","","","","","","","Not Available","2026-04-08","Google Maps"
"Tullow Ghana Limited","consulting_firms","George Bush Highway, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Gold Fields Exploration","consulting_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Yara","consulting_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Atlas Corpco","consulting_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Metalex Group","consulting_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Escort Security Services","consulting_firms","K.A. Ofori Atta Road, Accra","","","https://escortsecurity.com.gh/","info@escortsecurity.com.gh","","Verified (found on website)","2026-04-08","https://escortsecurity.com.gh/; OpenStreetMap"
"CSIR-Food Research Institute","consulting_firms","","","","https://foodresearchgh.org/","info@foodresearchgh.org","","Verified (found on website)","2026-04-08","https://foodresearchgh.org/; OpenStreetMap"
"International Organization for Migration","consulting_firms","Osu Badu Street, Accra","+233 302 74 29 30","Yes (+233 302 742 930)","https://www.iom.int/countries/ghana/","","","Not Available","2026-04-08","https://www.iom.int/countries/ghana/; OpenStreetMap"
"JICA Ghana Office","consulting_firms","","+233 302760781","Yes (+233 302 760 781)","https://www.jica.go.jp/ghana/english/office/index.html","","","Not Available","2026-04-08","https://www.jica.go.jp/ghana/english/office/index.html; OpenStreetMap"
"SNV Netherlands Development Organisation","consulting_firms","Maseru Avenue, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"UNESCO","consulting_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"African Women's Development Fund","consulting_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Wishes Alliance","consulting_firms","Nortsoo Street, Accra","+233 302936369","Yes (+233 302 936 369)","http://www.wishesalliance.org/","","","Not Available","2026-04-08","http://www.wishesalliance.org/; OpenStreetMap"
"Bulk Oil Storage and Transportation (BOST)","consulting_firms","Nii Nortey Nyanchi Street, Accra","+233 30 277 5497","Yes (+233 302 775 497)","http://www.bost.com.gh/","","","Not Available","2026-04-08","http://www.bost.com.gh/; OpenStreetMap"
"Orica","consulting_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Sandvik","it_companies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Astra ERP","it_companies","","+233 244896544","Yes (+233 244 896 544)","https://statelyhub.com","info@statelyhub.com","","Verified (found on website)","2026-04-08","https://statelyhub.com; OpenStreetMap"
"PaySwitch","it_companies","","","","https://payswitch.com.gh/","ask@payswitch.com","","Verified (found on website)","2026-04-08","https://payswitch.com.gh/; OpenStreetMap"
"Surfline","it_companies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Setmat Computer","it_companies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Glo Ghana","it_companies","Spintex Road, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Zylofon Cash","it_companies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"L'Oreal West Afrika","fashion_boutiques","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Deloitte","accounting_firms","George Bush Highway, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Smice International","electronics_stores","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Coscharis","car_dealerships","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Cool West Africa Showroom","car_dealerships","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"West African Rescue Association","hospitals_clinics","Gowa Lane, Accra","+233 0544 336622","Yes (+233 544 336 622)","https://westafrican-rescue.com/","","","Not Available","2026-04-08","https://westafrican-rescue.com/; OpenStreetMap"
"Mental Health Authority","hospitals_clinics","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Stellar Logistics - Catering","restaurants","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Transport Solutions","travel_agencies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Air Commerce Forex Office","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Bank of Ghana","banks","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"University of Nottingham West Africa","schools","Sir Arku Korsah Road, Accra","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Ahmed Legal Consult","law_firms","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Energy Commission","government","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Ghana Railway Development Authority","government","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"High Commission of Malaysia","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"High Commission of India","embassies","Ridge Road, Accra","","","https://www.hciaccra.gov.in/","hoc.accra@mea.gov.in","","Verified (found on website)","2026-04-08","https://www.hciaccra.gov.in/; OpenStreetMap"
"Embassy of Guinea","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Burkina Faso Ambassador's Residence","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Indonesia Consulate","embassies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Dollar & Dream","real_estate","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"Menz Gold","jewelry","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"ASPIRx Group","consulting_firms","","","","","","","Not Available","2026-04-08","LinkedIn"
"Sunshine Healthcare Ltd","hospitals_clinics","","","","","","","Not Available","2026-04-08","LinkedIn"
"UAS International Trip Support","travel_agencies","","","","","","","Not Available","2026-04-08","OpenStreetMap"
"African Regent Hotel","hotels","","","","","","","Not Available","2026-04-08","Google Maps"
"Airlines Ghana","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"British Airways Accra","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"KLM Royal Dutch Airlines","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"Lufthansa Accra","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"RwandAir Accra Office","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"Kenya Airways Accra","airlines_offices","","","","","","","Not Available","2026-04-08","Google Maps"
"La Casa","restaurants","","","","","","","Not Available","2026-04-08","Google Maps"
"Baobab House","restaurants","","","","","","","Not Available","2026-04-08","Google Maps"
"Buka Restaurant","restaurants","","","","","","","Not Available","2026-04-08","Google Maps"
"Republic Bar","bars_lounges","","","","","","","Not Available","2026-04-08","Google Maps"
"DLC Spa","salon_spa","","","","","","","Not Available","2026-04-08","Google Maps"
"Beauty Secrets","salon_spa","","","","","","","Not Available","2026-04-08","Google Maps"
"Food Lovers Market","supermarkets","","","","","","","Not Available","2026-04-08","Google Maps"
"Roberts & Sons","supermarkets","","","","","","","Not Available","2026-04-08","Google Maps"
"Ghana International School","schools","","","","","","","Not Available","2026-04-08","Google Maps"
"American International School","schools","","","","","","","Not Available","2026-04-08","Google Maps"
"Lincoln Community School","schools","","","","","","","Not Available","2026-04-08","Google Maps"
"German Swiss International School","schools","","","","","","","Not Available","2026-04-08","Google Maps"
"Aviation Social Club Gym","gym_fitness","","","","","","","Not Available","2026-04-08","Google Maps"
"Body Temple Gym","gym_fitness","","","","","","","Not Available","2026-04-08","Google Maps"
"Dellano Realty","real_estate","","","","","","","Not Available","2026-04-08","Google Maps"
"Meqasa","real_estate","","","","","","","Not Available","2026-04-08","Google Maps"
"Microsoft Ghana","it_companies","","","","","","","Not Available","2026-04-08","Google Maps"
"Google Ghana","it_companies","","","","","","","Not Available","2026-04-08","Google Maps"
