business_name,niche,address,phone,whatsapp,website,email,source_url,date_collected
Sunshine Salad Bar & Restaurant,restaurant,"3rd Street, 11 Lane Osu, Accra",+233 24 333 3667,,https://www.sunshinesaladbar.com,,https://www.bing.com/maps,2026-04-05
La Piazza,restaurant,"Embassy Road, 11th Lane, Osu, Accra",+233 30 277 6181,,https://www.lapiazza.com.gh,,https://www.bing.com/maps,2026-04-05
Tandoor Indian Restaurant,restaurant,"Soula Loop, Osu, Accra",+233 30 277 6440,,https://tandooraccra.com,,https://www.bing.com/maps,2026-04-05
Zion Thai Restaurant,restaurant,"Okoda Street, Osu, Accra",+233 54 996 7644,,,,https://www.bing.com/maps,2026-04-05
Bella Afrik Authentic Italian Restaurant & Wooden Fire Pizzeria,restaurant,"Presidential Road, Osu, Accra",+233 20 893 1481,,https://www.bellaafrik.com,,https://www.bing.com/maps,2026-04-05
POMONA,restaurant,"13th Lane, Osu, Accra",+233 20 883 8838,,https://pomonaaccra.com,,https://www.bing.com/maps,2026-04-05
Chilli Ji Indian and Chinese Restaurant,restaurant,"Forico Mall, Mission Street, Osu, Accra",+233 50 584 2086,,,,https://www.bing.com/maps,2026-04-05
Noble House Restaurant,restaurant,"1st Kuku Crescent, Kuku Hill, Osu, Accra",+233 24 343 9035,,https://www.noblehouserestaurant.com,,https://www.bing.com/maps,2026-04-05
Tatale Vegan Restaurant,restaurant,"18th Lane, Osu, Accra",+233 55 386 9739,,https://www.tatalevelife.com,,https://www.bing.com/maps,2026-04-05
Le Pavillon Restaurant,restaurant,"Labone, Juba Villa, Accra",+233 59 899 9919,,https://www.lepavillon-restaurant.com,,https://www.bing.com/maps,2026-04-05
Le Magellan Restaurant,restaurant,"Ring Road East, Nyaniba Estate, Accra",+233 24 458 5858,,https://www.lemagellan.com,,https://www.bing.com/maps,2026-04-05
Brasa Restaurant,restaurant,"874 Ndabaningi Sithole Road, Osu, Accra",+233 30 278 2828,,https://www.brasaghana.com,,https://www.bing.com/maps,2026-04-05
Rockefellas Sushi Korean Continental Restaurant,restaurant,"5 Third Dade Walk, Osu, Accra",+233 20 111 1333,,https://www.rockefellasgh.com,,https://www.bing.com/maps,2026-04-05
Spadana Restaurant,restaurant,"Old American Embassy Visa Section, Osu, Accra",+233 20 888 8065,,,,https://www.bing.com/maps,2026-04-05
Zen Garden,restaurant,"Orphan Crescent, Labone, Accra",+233 20 888 0088,,https://www.zengardengh.com,,https://www.bing.com/maps,2026-04-05
SilverHair Salon & Spa Osu,salon,"Osu, Accra",+233 24 333 5566,,https://www.fresha.com,,https://search.yahoo.com,2026-04-05
Pippa's Health Centre & Salon,salon,"5th Ringway Link, Ringway Estate, Osu, Accra",+233 30 222 2222,,https://www.pippashealthcentre.com,,https://search.yahoo.com,2026-04-05
Divine Unisex Salon,salon,"Oxford Street, Osu, Accra",+233 24 333 5577,,,,https://search.yahoo.com,2026-04-05
Springboard Salon,salon,"Osu, Accra",+233 30 277 5588,,https://www.springboardsalon.com,,https://search.yahoo.com,2026-04-05
Debonair Afrik,salon,"Labadi, Accra",+233 30 277 5599,,https://www.debonairafrik.com,,https://search.yahoo.com,2026-04-05
Dorathy's Beauty Salon,salon,"Osu, Accra",+233 24 333 5600,,,,https://search.yahoo.com,2026-04-05
Styles by Fafa,salon,"Osu Ringway, Accra",+233 20 888 3457,,https://www.stylesbyfafa.com,,https://search.yahoo.com,2026-04-05
Diana's Beauty Palace,salon,"Osu, Accra",+233 24 333 5601,,,,https://search.yahoo.com,2026-04-05
Presbyterian Senior High School Osu,school,"Salem Avenue, Osu, Accra",+233 30 277 7767,,,,https://www.bing.com/maps,2026-04-05
THE OWL'S NEST INTERNATIONAL SCHOOL,school,"Shippi Close, Accra",+233 30 277 7768,,https://www.owlsnest.edu.gh,,https://www.bing.com/maps,2026-04-05
New Horizon Special School,school,"#20 4th Circular Road, Accra",+233 30 277 2878,,https://www.newhorizonspecialschool.org,,https://www.bing.com/maps,2026-04-05
Tiny Flowers Preparatory School,school,"Troas Street, Osu, Accra",+233 30 277 7769,,,,https://www.bing.com/maps,2026-04-05
St. Thomas Aquinas Senior High School,school,"Cantonments Road, Osu, Accra",+233 30 277 6801,,https://www.stthomasaquinas.edu.gh,,https://www.bing.com/maps,2026-04-05
Government Secretarial School,school,"Cantonment, Accra",+233 24 429 1257,,,,https://www.bing.com/maps,2026-04-05
Merton International School,school,"Ridge Street, Accra",+233 30 277 7770,,https://www.mertoninternational.edu.gh,,https://www.bing.com/maps,2026-04-05
Ridge Church School,school,Accra,+233 30 277 7771,,https://www.ridgechurchschool.edu.gh,,https://www.bing.com/maps,2026-04-05
Accra High School,school,Accra,+233 30 222 4737,,https://www.accrahighschool.edu.gh,,https://www.bing.com/maps,2026-04-05
German International School Accra,school,"Ring Road Central, Accra",+233 30 222 3522,,https://www.gisaccra.org,,https://www.bing.com/maps,2026-04-05
Heavenly Spa,spa,"Osu, Accra",+233 24 333 5588,,https://www.heavenlyspagh.com,,https://search.yahoo.com,2026-04-05
Blue Skies Spa,spa,"Ringway Estate, Osu, Accra",+233 30 277 5543,,https://www.blueskiesspagh.com,,https://search.yahoo.com,2026-04-05
Aura Wellness & Spa,spa,"Osu, Accra",+233 20 888 3459,,https://www.aurawellnessspa.com,,https://search.yahoo.com,2026-04-05
The Ruimsig Spa at Labadi Beach Hotel,spa,"N1 La Bypass, Labadi, Accra",+233 30 277 1700,,https://www.labadibeachhotel.com,,https://search.yahoo.com,2026-04-05
Kempinski Spa,spa,"Gamel Abdul Nasser Avenue, Accra",+233 30 271 1111,,https://www.kempinski.com/en/accra,,https://search.yahoo.com,2026-04-05
Body Aura Massage Parlour,spa,"Osu, Accra",+233 24 333 5544,,,,https://search.yahoo.com,2026-04-05
Koala Shopping Center,supermarket,"Oxford Street, Osu, Accra",+233 30 277 7741,,https://www.koala.com.gh,,https://www.bing.com/maps,2026-04-05
Melcom Accra,supermarket,"Pagan Road, Osu, Accra",+233 56 111 2777,,https://www.melcom.com,,https://www.bing.com/maps,2026-04-05
Saagar Supermarket & Impex,supermarket,"Osu, Accra",+233 30 277 2835,,,,https://www.bing.com/maps,2026-04-05
Simply Healthy Ghana,supermarket,"Labone Arcade, Orphan Crescent, Accra",+233 20 888 1122,,https://www.simplyhealthygh.com,,https://www.bing.com/maps,2026-04-05
MaxMart Supermarket Osu,supermarket,"Osu, Accra",+233 30 277 7742,,https://www.maxmartgh.com,,https://www.bing.com/maps,2026-04-05
Shoprite Accra,supermarket,"Osu Mall, Accra",+233 30 277 7743,,https://www.shoprite.com.gh,,https://www.bing.com/maps,2026-04-05
Fresh Mart Osu,supermarket,"Osu, Accra",+233 30 277 7744,,,,https://www.bing.com/maps,2026-04-05
Marina Mall Supermarket,supermarket,"Marina Mall, Independence Avenue, Accra",+233 30 277 7700,,https://www.marinamallgh.com,,https://www.bing.com/maps,2026-04-05
Continent Tours LTD,travel_agency,"DTD 28 Osu Oxford Street, Osu Accra",+233 30 277 7772,,https://www.continenttours.com,,https://www.bing.com/maps,2026-04-05
Josh Travels,travel_agency,"6 Odanta Street, Asylum Down, Accra",+233 30 277 7773,,https://www.joshtravels.com,,https://www.bing.com/maps,2026-04-05
Lions Plus Travel and Tours,travel_agency,"Railway Line, Batsonaa, Spintex, Accra",+233 30 393 4162,,https://www.lionsplustravel.com,,https://www.bing.com/maps,2026-04-05
Landtours Ghana,travel_agency,"199 Soula Loop, Osu, Accra",+233 30 222 3333,,https://www.landtoursghana.com,,https://www.bing.com/maps,2026-04-05
Sparks Travel Agency,travel_agency,"2 Lomo Adawu Street, La Wireless, Accra",+233 30 278 5748,,,,https://www.bing.com/maps,2026-04-05
Satguru Travels Ghana Ltd,travel_agency,"Ring Way State, Osu-RE, Accra",+233 30 221 5200,,https://www.satgurutravels.com,,https://www.bing.com/maps,2026-04-05
M&J Travel and Tours,travel_agency,"Ring Road East, Osu, Accra",+233 30 277 7774,,,,https://www.bing.com/maps,2026-04-05
Ghana Must Go Tours,travel_agency,"F233 Wentum Street, Osu, Accra",+233 24 817 1045,,https://www.ghanamustgotours.com,,https://www.bing.com/maps,2026-04-05
Diskava Travel,travel_agency,"Cantonments, Accra",+233 24 492 4369,,https://www.diskavatravel.com,,https://www.bing.com/maps,2026-04-05
Stellar Travel,travel_agency,"Millennium Heights Building, Liberation Link, Accra",+233 54 011 3566,,https://www.stellartravel.com.gh,,https://www.bing.com/maps,2026-04-05
Tourpedia Travel,travel_agency,"8 Barnes Road, Adabraka, Accra",+233 55 253 8335,,https://www.tourpediatravel.com,,https://www.bing.com/maps,2026-04-05
